"","split"
"10814","test"
"10815","train"
"10816","test"
"10817","test"
"10818","test"
"10819","test"
"10820","train"
"10821","test"
"10822","train"
"10823","train"
"10824","train"
"10825","train"
"10826","test"
"10827","train"
"10828","train"
"10829","train"
"10830","train"
"10831","train"
"10832","train"
"10833","train"
"10834","train"
"10835","test"
"10836","test"
"10837","train"
"10838","train"
"10839","train"
"10840","train"
"10841","train"
"10842","train"
"10843","train"
"10844","train"
"10845","train"
"10846","test"
"10847","train"
"10848","train"
"10849","train"
"10850","test"
"10851","train"
"10852","train"
"10853","test"
"10854","test"
"10855","train"
"10856","train"
"10857","train"
"10858","test"
"10859","test"
"10860","train"
"10861","train"
"10862","train"
"10863","train"
"10864","train"
"10865","train"
"10866","train"
"10867","train"
"10868","train"
"10869","train"
"10870","train"
"10871","test"
"10872","train"
"10873","train"
"10874","train"
"10875","train"
"10876","train"
"10877","test"
"10878","test"
"10879","train"
"10880","test"
"10881","train"
"10882","test"
"10883","train"
"10884","train"
"10885","train"
"10886","test"
"10887","train"
"10888","train"
"10889","train"
"10890","test"
"10891","train"
"10892","train"
"10893","train"
"10894","train"
"10895","train"
"10896","train"
"10897","test"
"10898","test"
"10899","train"
"10900","train"
"10901","test"
"10902","train"
"10903","train"
"10904","train"
"10905","train"
"10906","test"
"10907","train"
"10908","test"
"10909","test"
"10910","train"
"10911","train"
"10912","train"
"10913","test"
"10914","train"
"10915","train"
"10916","train"
"10917","test"
"10918","test"
"10919","train"
"10920","train"
"10921","test"
"10922","train"
"10923","train"
"10924","train"
"10925","train"
"10926","train"
"10927","train"
"10928","train"
"10929","train"
"10930","test"
"10931","train"
"10932","train"
"10933","train"
"10934","test"
"10935","train"
"10936","train"
"10937","train"
"10938","train"
"10939","test"
"10940","test"
"10941","test"
"10942","test"
"10943","train"
"10944","train"
"10945","train"
"10946","train"
"10947","train"
"10948","test"
"10949","train"
"10950","train"
"10951","train"
"10952","train"
"10953","test"
"10954","train"
"10955","train"
"10956","train"
"10957","train"
"10958","train"
"10959","train"
"10960","train"
"10961","test"
"10962","train"
"10963","train"
"10964","test"
"10965","test"
"10966","train"
"10967","train"
"10968","test"
"10969","train"
"10970","test"
"10971","train"
"10972","train"
"10973","train"
"10974","train"
"10975","test"
"10976","train"
"10977","train"
"10978","test"
"10979","train"
"10980","train"
"10981","train"
"10982","test"
"10983","train"
"10984","train"
"10985","train"
"10986","train"
"10987","train"
"10988","train"
"10989","train"
"10990","train"
"10991","train"
"10992","train"
"10993","train"
"10994","test"
"10995","test"
"10996","train"
"10997","test"
"10998","train"
"10999","test"
"11000","train"
"11001","train"
"11002","train"
"11003","train"
"11004","test"
"11005","train"
"11006","train"
"11007","train"
"11008","train"
"11009","train"
"11010","train"
"11011","test"
"11012","train"
"11013","train"
"11014","train"
"11015","train"
"11016","train"
"11017","test"
"11018","train"
"11019","train"
"11020","test"
"11021","test"
"11022","train"
"11023","test"
"11024","train"
"11025","test"
"11026","train"
"11027","train"
"11028","train"
"11029","test"
"11030","test"
"11031","test"
"11032","test"
"11033","train"
"11034","train"
"11035","test"
"11036","test"
"11037","test"
"11038","test"
"11039","train"
"11040","test"
"11041","train"
"11042","train"
"11043","train"
"11044","test"
"11045","train"
"11046","train"
"11047","train"
"11048","train"
"11049","test"
"11050","train"
"11051","train"
"11052","train"
"11053","train"
"11054","train"
"11055","train"
"11056","test"
"11057","train"
"11058","train"
"11059","train"
"11060","test"
"11061","test"
"11062","train"
"11063","test"
"11064","train"
"11065","train"
"11066","train"
"11067","test"
"11068","train"
"11069","train"
"11070","train"
"11071","test"
"11072","train"
"11073","train"
"11074","train"
"11075","train"
"11076","train"
"11077","train"
"11078","test"
"11079","train"
"11080","test"
"11081","train"
"11082","train"
"11083","test"
"11084","train"
"11085","test"
"11086","train"
"11087","test"
"11088","test"
"11089","test"
"11090","train"
"11091","train"
"11092","train"
"11093","train"
"11094","train"
"11095","test"
"11096","train"
"11097","train"
"11098","test"
"11099","train"
"11100","test"
"11101","train"
"11102","train"
"11103","train"
"11104","test"
"11105","train"
"11106","train"
"11107","train"
"11108","test"
"11109","test"
"11110","train"
"11111","test"
"11112","train"
"11113","test"
"11114","test"
"11115","train"
"11116","train"
"11117","test"
"11118","train"
"11119","train"
"11120","train"
"11121","train"
"11122","train"
"11123","test"
"11124","train"
"11125","train"
"11126","train"
"11127","train"
"11128","test"
"11129","test"
"11130","train"
"11131","train"
"11132","train"
"11133","train"
"11134","train"
"11135","train"
"11136","test"
"11137","train"
"11138","test"
"11139","test"
"11140","train"
"11141","train"
"11142","train"
"11143","train"
"11144","test"
"11145","test"
"11146","train"
"11147","train"
"11148","train"
"11149","test"
"11150","train"
"11151","train"
"11152","train"
"11153","train"
"11154","train"
"11155","test"
"11156","train"
"11157","train"
"11158","train"
"11159","test"
"11160","test"
"11161","train"
"11162","test"
"11163","train"
"11164","train"
"11165","test"
"11166","train"
"11167","test"
"11168","train"
"11169","train"
"11170","test"
"11171","test"
"11172","train"
"11173","test"
"11174","train"
"11175","train"
"11176","train"
"11177","train"
"11178","train"
"11179","train"
"11180","train"
"11181","test"
"11182","test"
"11183","train"
"11184","train"
"11185","train"
"11186","train"
"11187","train"
"11188","train"
"11189","test"
"11190","train"
"11191","test"
"11192","test"
"11193","test"
"11194","test"
"11195","train"
"11196","train"
"11197","train"
"11198","train"
"11199","test"
"11200","test"
"11201","train"
"11202","test"
"11203","train"
"11204","test"
"11205","test"
"11206","train"
"11207","test"
"11208","test"
"11209","test"
"11210","train"
"11211","test"
"11212","train"
"11213","train"
"11214","train"
"11215","test"
"11216","test"
"11217","train"
"11218","train"
"11219","test"
"11220","train"
"11221","test"
"11222","train"
"11223","test"
"11224","train"
"11225","train"
"11226","train"
"11227","train"
"11228","train"
"11229","train"
"11230","train"
"11231","train"
"11232","test"
"11233","test"
"11234","train"
"11235","train"
"11236","test"
"11237","test"
"11238","train"
"11239","test"
"11240","test"
"11241","train"
"11242","train"
"11243","train"
"11244","test"
"11245","test"
"11246","train"
"11247","train"
"11248","train"
"11249","train"
"11250","train"
"11251","test"
"11252","train"
"11253","train"
"11254","test"
"11255","test"
"11256","train"
"11257","train"
"11258","train"
"11259","train"
"11260","train"
"11261","train"
"11262","train"
"11263","train"
"11264","test"
"11265","train"
"11266","train"
"11267","train"
"11268","train"
"11269","train"
"11270","train"
"11271","train"
"11272","test"
"11273","train"
"11274","train"
"11275","train"
"11276","test"
"11277","train"
"11278","test"
"11279","train"
"11280","test"
"11281","test"
"11282","train"
"11283","test"
"11284","train"
"11285","train"
"11286","test"
"11287","test"
"11288","test"
"11289","train"
"11290","test"
"11291","train"
"11292","train"
"11293","test"
"11294","train"
"11295","train"
"11296","train"
"11297","train"
"11298","test"
"11299","train"
"11300","train"
"11301","train"
"11302","train"
"11303","test"
"11304","train"
"11305","test"
"11306","train"
"11307","train"
"11308","train"
"11309","train"
"11310","train"
"11311","train"
"11312","train"
"11313","train"
"11314","train"
"11315","train"
"11316","train"
"11317","test"
"11318","test"
"11319","test"
"11320","train"
"11321","train"
"11322","train"
"11323","train"
"11324","train"
"11325","train"
"11326","train"
"11327","train"
"11328","train"
"11329","train"
"11330","test"
"11331","train"
"11332","train"
"11333","train"
"11334","train"
"11335","train"
"11336","test"
"11337","test"
"11338","test"
"11339","train"
"11340","test"
"11341","train"
"11342","train"
"11343","train"
"11344","train"
"11345","train"
"11346","train"
"11347","train"
"11348","train"
"11349","test"
"11350","train"
"11351","train"
"11352","train"
"11353","test"
"11354","train"
"11355","test"
"11356","train"
"11357","train"
"11358","train"
"11359","train"
"11360","train"
"11361","train"
"11362","train"
"11363","train"
"11364","train"
"11365","train"
"11366","test"
"11367","train"
"11368","train"
"11369","train"
"11370","train"
"11371","train"
"11372","train"
"11373","test"
"11374","test"
"11375","test"
"11376","test"
"11377","train"
"11378","train"
"11379","test"
"11380","train"
"11381","train"
"11382","test"
"11383","train"
"11384","train"
"11385","train"
"11386","test"
"11387","train"
"11388","train"
"11389","train"
"11390","train"
"11391","train"
"11392","train"
"11393","train"
"11394","train"
"11395","train"
"11396","train"
"11397","train"
"11398","train"
"11399","train"
"11400","test"
"11401","train"
"11402","test"
"11403","train"
"11404","train"
"11405","train"
"11406","train"
"11407","train"
"11408","train"
"11409","test"
"11410","test"
"11411","train"
"11412","train"
"11413","train"
"11414","train"
"11415","train"
"11416","train"
"11417","train"
"11418","train"
"11419","test"
"11420","train"
"11421","test"
"11422","train"
"11423","test"
"11424","test"
"11425","train"
"11426","train"
"11427","train"
"11428","train"
"11429","train"
"11430","train"
"11431","train"
"11432","test"
"11433","train"
"11434","train"
"11435","train"
"11436","test"
"11437","test"
"11438","test"
"11439","test"
"11440","train"
"11441","test"
"11442","train"
"11443","test"
"11444","test"
"11445","train"
"11446","train"
"11447","test"
"11448","test"
"11449","test"
"11450","test"
"11451","train"
"11452","train"
"11453","train"
"11454","train"
"11455","train"
"11456","train"
"11457","test"
"11458","test"
"11459","train"
"11460","train"
"11461","train"
"11462","train"
"11463","train"
"11464","train"
"11465","train"
"11466","train"
"11467","train"
"11468","train"
"11469","train"
"11470","train"
"11471","train"
"11472","test"
"11473","train"
"11474","test"
"11475","train"
"11476","test"
"11477","test"
"11478","test"
"11479","test"
"11480","train"
"11481","train"
"11482","test"
"11483","train"
"11484","train"
"11485","train"
"11486","train"
"11487","train"
"11488","train"
"11489","train"
"11490","test"
"11491","train"
"11492","test"
"11493","test"
"11494","train"
"11495","test"
"11496","train"
"11497","train"
"11498","train"
"11499","test"
"11500","test"
"11501","test"
"11502","train"
"11503","test"
"11504","train"
"11505","train"
"11506","train"
"11507","train"
"11508","train"
"11509","train"
"11510","train"
"11511","test"
"11512","train"
"11513","test"
"11514","test"
"11515","train"
"11516","train"
"11517","test"
"11518","train"
"11519","train"
"11520","train"
"11521","test"
"11522","train"
"11523","train"
"11524","train"
"11525","test"
"11526","train"
"11527","train"
"11528","test"
"11529","train"
"11530","train"
"11531","train"
"11532","test"
"11533","test"
"11534","train"
"11535","train"
"11536","test"
"11537","train"
"11538","train"
"11539","test"
"11540","train"
"11541","train"
"11542","test"
"11543","train"
"11544","train"
"11545","test"
"11546","test"
"11547","train"
"11548","test"
"11549","test"
"11550","train"
"11551","train"
"11552","test"
"11553","train"
"11554","test"
"11555","train"
"11556","train"
"11557","train"
"11558","train"
"11559","train"
"11560","test"
"11561","test"
"11562","train"
"11563","train"
"11564","train"
"11565","train"
"11566","train"
"11567","test"
"11568","test"
"11569","train"
"11570","test"
"11571","test"
"11572","train"
"11573","train"
"11574","train"
"11575","train"
"11576","train"
"11577","train"
"11578","train"
"11579","train"
"11580","train"
"11581","test"
"11582","test"
"11583","train"
"11584","train"
"11585","test"
"11586","train"
"11587","train"
"11588","train"
"11589","train"
"11590","train"
"11591","train"
"11592","train"
"11593","test"
"11594","train"
"11595","train"
"11596","test"
"11597","test"
"11598","train"
"11599","train"
"11600","train"
"11601","train"
"11602","train"
"11603","train"
"11604","train"
"11605","train"
"11606","test"
"11607","train"
"11608","test"
"11609","train"
"11610","test"
"11611","train"
"11612","train"
"11613","train"
"11614","test"
"11615","train"
"11616","train"
"11617","train"
"11618","train"
"11619","train"
"11620","train"
"11621","train"
"11622","train"
"11623","test"
"11624","train"
"11625","train"
"11626","train"
"11627","train"
"11628","test"
"11629","train"
"11630","train"
"11631","test"
"11632","train"
"11633","train"
"11634","train"
"11635","train"
"11636","test"
"11637","test"
"11638","train"
"11639","train"
"11640","train"
"11641","train"
"11642","train"
"11643","train"
"11644","train"
"11645","train"
"11646","test"
"11647","test"
"11648","test"
"11649","train"
"11650","train"
"11651","test"
"11652","train"
"11653","train"
"11654","train"
"11655","train"
"11656","train"
"11657","train"
"11658","train"
"11659","train"
"11660","train"
"11661","test"
"11662","train"
"11663","train"
"11664","train"
"11665","train"
"11666","train"
"11667","test"
"11668","train"
"11669","train"
"11670","train"
"11671","test"
"11672","train"
"11673","train"
"11674","train"
"11675","train"
"11676","train"
"11677","test"
"11678","test"
"11679","train"
"11680","train"
"11681","train"
"11682","test"
"11683","train"
"11684","test"
"11685","train"
"11686","train"
"11687","train"
"11688","train"
"11689","train"
"11690","test"
"11691","test"
"11692","train"
"11693","test"
"11694","train"
"11695","train"
"11696","train"
"11697","train"
"11698","train"
"11699","test"
"11700","test"
"11701","test"
"11702","train"
"11703","train"
"11704","train"
"11705","train"
"11706","train"
"11707","test"
"11708","train"
"11709","train"
"11710","test"
"11711","train"
"11712","test"
"11713","train"
"11714","test"
"11715","train"
"11716","train"
"11717","train"
"11718","test"
"11719","train"
"11720","train"
"11721","test"
"11722","train"
"11723","train"
"11724","train"
"11725","train"
"11726","test"
"11727","train"
"11728","train"
"11729","train"
"11730","train"
"11731","train"
"11732","train"
"11733","train"
"11734","train"
"11735","train"
"11736","test"
"11737","train"
"11738","test"
"11739","test"
"11740","test"
"11741","train"
"11742","test"
"11743","test"
"11744","train"
"11745","train"
"11746","train"
"11747","train"
"11748","train"
"11749","train"
"11750","train"
"11751","train"
"11752","train"
"11753","train"
"11754","test"
"11755","train"
"11756","train"
"11757","test"
"11758","test"
"11759","train"
"11760","train"
"11761","train"
"11762","test"
"11763","train"
"11764","train"
"11765","train"
"11766","test"
"11767","train"
"11768","train"
"11769","test"
"11770","train"
"11771","test"
"11772","train"
"11773","train"
"11774","train"
"11775","train"
"11776","train"
"11777","test"
"11778","test"
"11779","test"
"11780","test"
"11781","test"
"11782","test"
"11783","test"
"11784","test"
"11785","train"
"11786","test"
"11787","train"
"11788","test"
"11789","train"
"11790","train"
"11791","test"
"11792","train"
"11793","train"
"11794","test"
"11795","train"
"11796","test"
"11797","test"
"11798","train"
"11799","test"
"11800","train"
"11801","test"
"11802","test"
"11803","train"
"11804","train"
"11805","train"
"11806","train"
"11807","train"
"11808","train"
"11809","train"
"11810","train"
"11811","train"
"11812","test"
"11813","test"
"11814","train"
"11815","test"
"11816","test"
"11817","test"
"11818","train"
"11819","train"
"11820","train"
"11821","train"
"11822","train"
"11823","train"
"11824","train"
"11825","train"
"11826","train"
"11827","test"
"11828","train"
"11829","test"
"11830","train"
"11831","train"
"11832","train"
"11833","train"
"11834","test"
"11835","test"
"11836","train"
"11837","test"
"11838","train"
"11839","train"
"11840","train"
"11841","train"
"11842","test"
"11843","train"
"11844","train"
"11845","train"
"11846","train"
"11847","train"
"11848","train"
"11849","train"
"11850","train"
"11851","train"
"11852","test"
"11853","test"
"11854","train"
"11855","train"
"11856","train"
"11857","test"
"11858","train"
"11859","train"
"11860","train"
"11861","train"
"11862","train"
"11863","train"
"11864","train"
"11865","train"
"11866","train"
"11867","train"
"11868","train"
"11869","train"
"11870","train"
"11871","train"
"11872","train"
"11873","test"
"11874","test"
"11875","train"
"11876","train"
"11877","test"
"11878","train"
"11879","train"
"11880","test"
"11881","train"
"11882","test"
"11883","train"
"11884","test"
"11885","train"
"11886","train"
"11887","train"
"11888","train"
"11889","train"
"11890","train"
"11891","train"
"11892","test"
"11893","train"
"11894","train"
"11895","train"
"11896","train"
"11897","test"
"11898","train"
"11899","test"
"11900","train"
"11901","train"
"11902","train"
"11903","train"
"11904","train"
"11905","train"
"11906","train"
"11907","train"
"11908","train"
"11909","train"
"11910","train"
"11911","test"
"11912","test"
"11913","train"
"11914","train"
"11915","train"
"11916","train"
"11917","train"
"11918","train"
"11919","test"
"11920","test"
"11921","train"
"11922","train"
"11923","train"
"11924","train"
"11925","train"
"11926","test"
"11927","train"
"11928","train"
"11929","train"
"11930","train"
"11931","train"
"11932","train"
"11933","train"
"11934","test"
"11935","test"
"11936","test"
"11937","train"
"11938","train"
"11939","test"
"11940","train"
"11941","train"
"11942","train"
"11943","train"
"11944","test"
"11945","train"
"11946","train"
"11947","train"
"11948","train"
"11949","train"
"11950","train"
"11951","test"
"11952","train"
"11953","train"
"11954","train"
"11955","train"
"11956","train"
"11957","train"
"11958","test"
"11959","train"
"11960","train"
"11961","test"
"11962","train"
"11963","train"
"11964","train"
"11965","train"
"11966","train"
"11967","train"
"11968","test"
"11969","test"
"11970","train"
"11971","train"
"11972","train"
"11973","train"
"11974","train"
"11975","train"
"11976","train"
"11977","train"
"11978","train"
"11979","train"
"11980","train"
"11981","train"
"11982","train"
"11983","train"
"11984","train"
"11985","train"
"11986","test"
"11987","train"
"11988","train"
"11989","test"
"11990","test"
"11991","train"
"11992","train"
"11993","test"
"11994","test"
"11995","train"
"11996","train"
"11997","train"
"11998","train"
"11999","train"
"12000","train"
"12001","train"
"12002","train"
"12003","train"
"12004","train"
"12005","test"
"12006","test"
"12007","train"
"12008","train"
"12009","train"
"12010","train"
"12011","test"
"12012","test"
"12013","train"
"12014","train"
"12015","test"
"12016","train"
"12017","test"
"12018","train"
"12019","train"
"12020","train"
"12021","test"
"12022","test"
"12023","train"
"12024","test"
"12025","test"
"12026","train"
"12027","train"
"12028","test"
"12029","train"
"12030","test"
"12031","train"
"12032","test"
"12033","train"
"12034","test"
"12035","train"
"12036","train"
"12037","train"
"12038","train"
"12039","test"
"12040","test"
"12041","train"
"12042","test"
"12043","test"
"12044","train"
"12045","train"
"12046","train"
"12047","test"
"12048","train"
"12049","test"
"12050","train"
"12051","test"
"12052","test"
"12053","train"
"12054","test"
"12055","train"
"12056","test"
"12057","train"
"12058","train"
"12059","train"
"12060","train"
"12061","train"
"12062","train"
"12063","test"
"12064","test"
"12065","train"
"12066","train"
"12067","test"
"12068","train"
"12069","train"
"12070","train"
"12071","train"
"12072","train"
"12073","test"
"12074","train"
"12075","train"
"12076","train"
"12077","train"
"12078","test"
"12079","train"
"12080","train"
"12081","train"
"12082","test"
"12083","train"
"12084","train"
"12085","train"
"12086","train"
"12087","test"
"12088","test"
"12089","train"
"12090","train"
"12091","train"
"12092","test"
"12093","test"
"12094","train"
"12095","train"
"12096","test"
"12097","train"
"12098","train"
"12099","test"
"12100","train"
"12101","train"
"12102","train"
"12103","train"
"12104","train"
"12105","test"
"12106","train"
"12107","train"
"12108","train"
"12109","train"
"12110","train"
"12111","test"
"12112","train"
"12113","train"
"12114","test"
"12115","train"
"12116","test"
"12117","train"
"12118","train"
"12119","train"
"12120","train"
"12121","train"
"12122","train"
"12123","train"
"12124","test"
"12125","test"
"12126","test"
"12127","train"
"12128","train"
"12129","train"
"12130","test"
"12131","test"
"12132","train"
"12133","test"
"12134","train"
"12135","train"
"12136","train"
"12137","train"
"12138","train"
"12139","train"
"12140","test"
"12141","test"
"12142","test"
"12143","test"
"12144","train"
"12145","test"
"12146","train"
"12147","train"
"12148","train"
"12149","train"
"12150","train"
"12151","train"
"12152","train"
"12153","test"
"12154","train"
"12155","train"
"12156","train"
"12157","test"
"12158","train"
"12159","train"
"12160","train"
"12161","train"
"12162","train"
"12163","test"
"12164","train"
"12165","train"
"12166","test"
"12167","test"
"12168","train"
"12169","train"
"12170","train"
"12171","train"
"12172","test"
"12173","train"
"12174","train"
"12175","train"
"12176","train"
"12177","train"
"12178","train"
"12179","test"
"12180","train"
"12181","train"
"12182","train"
"12183","train"
"12184","train"
"12185","test"
"12186","train"
"12187","train"
"12188","train"
"12189","train"
"12190","test"
"12191","test"
"12192","test"
"12193","train"
"12194","train"
"12195","test"
"12196","train"
"12197","train"
"12198","test"
"12199","test"
"12200","test"
"12201","train"
"12202","train"
"12203","train"
"12204","train"
"12205","test"
"12206","train"
"12207","train"
"12208","test"
"12209","test"
"12210","train"
"12211","test"
"12212","train"
"12213","train"
"12214","test"
"12215","test"
"12216","train"
"12217","train"
"12218","test"
"12219","train"
"12220","test"
"12221","train"
"12222","train"
"12223","train"
"12224","train"
"12225","train"
"12226","train"
"12227","train"
"12228","train"
"12229","train"
"12230","test"
"12231","train"
"12232","train"
"12233","test"
"12234","train"
"12235","train"
"12236","train"
"12237","train"
"12238","train"
"12239","train"
"12240","test"
"12241","train"
"12242","train"
"12243","test"
"12244","train"
"12245","train"
"12246","train"
"12247","test"
"12248","train"
"12249","train"
"12250","test"
"12251","train"
"12252","train"
"12253","train"
"12254","train"
"12255","train"
"12256","train"
"12257","train"
"12258","train"
"12259","train"
"12260","test"
"12261","train"
"12262","test"
"12263","train"
"12264","train"
"12265","train"
"12266","train"
"12267","train"
"12268","train"
"12269","train"
"12270","train"
"12271","test"
"12272","train"
"12273","train"
"12274","test"
"12275","train"
"12276","train"
"12277","train"
"12278","test"
"12279","train"
"12280","train"
"12281","test"
"12282","test"
"12283","test"
"12284","test"
"12285","train"
"12286","train"
"12287","test"
"12288","test"
"12289","train"
"12290","test"
"12291","test"
"12292","train"
"12293","train"
"12294","train"
"12295","train"
"12296","test"
"12297","train"
"12298","train"
"12299","test"
"12300","train"
"12301","test"
"12302","train"
"12303","test"
"12304","test"
"12305","train"
"12306","train"
"12307","train"
"12308","test"
"12309","train"
"12310","train"
"12311","train"
"12312","train"
"12313","train"
"12314","train"
"12315","train"
"12316","train"
"12317","train"
"12318","train"
"12319","test"
"12320","train"
"12321","test"
"12322","train"
"12323","test"
"12324","train"
"12325","train"
"12326","train"
"12327","train"
"12328","test"
"12329","train"
"12330","test"
"12331","train"
"12332","train"
"12333","train"
"12334","test"
"12335","train"
"12336","train"
"12337","test"
"12338","train"
"12339","test"
"12340","test"
"12341","train"
"12342","test"
"12343","test"
"12344","test"
"12345","train"
"12346","train"
"12347","train"
"12348","train"
"12349","train"
"12350","test"
"12351","test"
"12352","train"
"12353","train"
"12354","train"
"12355","train"
"12356","train"
"12357","test"
"12358","train"
"12359","test"
"12360","train"
"12361","train"
"12362","train"
"12363","train"
"12364","train"
"12365","train"
"12366","test"
"12367","train"
"12368","train"
"12369","train"
"12370","train"
"12371","test"
"12372","train"
"12373","train"
"12374","train"
"12375","train"
"12376","train"
"12377","train"
"12378","test"
"12379","train"
"12380","train"
"12381","train"
"12382","train"
"12383","train"
"12384","test"
"12385","test"
"12386","train"
"12387","train"
"12388","test"
"12389","train"
"12390","test"
"12391","train"
"12392","train"
"12393","test"
"12394","train"
"12395","test"
"12396","train"
"12397","train"
"12398","train"
"12399","test"
"12400","train"
"12401","test"
"12402","test"
"12403","test"
"12404","train"
"12405","train"
"12406","train"
"12407","test"
"12408","test"
"12409","train"
"12410","train"
"12411","train"
"12412","train"
"12413","train"
"12414","train"
"12415","test"
"12416","test"
"12417","train"
"12418","train"
"12419","train"
"12420","train"
"12421","train"
"12422","test"
"12423","train"
"12424","train"
"12425","test"
"12426","test"
"12427","test"
"12428","train"
"12429","train"
"12430","train"
"12431","train"
"12432","train"
"12433","test"
"12434","train"
"12435","test"
"12436","train"
"12437","train"
"12438","test"
"12439","test"
"12440","train"
"12441","train"
"12442","train"
"12443","train"
"12444","train"
"12445","train"
"12446","train"
"12447","train"
"12448","train"
"12449","test"
"12450","train"
"12451","train"
"12452","train"
"12453","train"
"12454","train"
"12455","train"
"12456","test"
"12457","train"
"12458","train"
"12459","train"
"12460","train"
"12461","train"
"12462","test"
"12463","test"
"12464","train"
"12465","train"
"12466","train"
"12467","test"
"12468","train"
"12469","train"
"12470","train"
"12471","test"
"12472","train"
"12473","train"
"12474","train"
"12475","test"
"12476","train"
"12477","train"
"12478","train"
"12479","test"
"12480","train"
"12481","test"
"12482","train"
"12483","train"
"12484","test"
"12485","train"
"12486","train"
"12487","train"
"12488","train"
"12489","train"
"12490","test"
"12491","test"
"12492","train"
"12493","train"
"12494","train"
"12495","train"
"12496","train"
"12497","test"
"12498","test"
"12499","train"
"12500","train"
"12501","train"
"12502","train"
"12503","test"
"12504","test"
"12505","train"
"12506","test"
"12507","train"
"12508","test"
"12509","train"
"12510","train"
"12511","train"
"12512","test"
"12513","test"
"12514","train"
"12515","train"
"12516","train"
"12517","test"
"12518","train"
"12519","train"
"12520","train"
"12521","train"
"12522","train"
"12523","train"
"12524","test"
"12525","train"
"12526","train"
"12527","train"
"12528","train"
"12529","train"
"12530","train"
"12531","train"
"12532","train"
"12533","train"
"12534","test"
"12535","test"
"12536","test"
"12537","train"
"12538","train"
"12539","train"
"12540","train"
"12541","test"
"12542","train"
"12543","train"
"12544","test"
"12545","test"
"12546","train"
"12547","train"
"12548","test"
"12549","train"
"12550","train"
"12551","train"
"12552","test"
"12553","test"
"12554","train"
"12555","train"
"12556","train"
"12557","train"
"12558","train"
"12559","train"
"12560","train"
"12561","test"
"12562","train"
"12563","train"
"12564","test"
"12565","train"
"12566","train"
"12567","train"
"12568","train"
"12569","train"
"12570","test"
"12571","test"
"12572","train"
"12573","test"
"12574","train"
"12575","test"
"12576","train"
"12577","test"
"12578","train"
"12579","train"
"12580","test"
"12581","train"
"12582","train"
"12583","test"
"12584","train"
"12585","train"
"12586","test"
"12587","test"
"12588","train"
"12589","test"
"12590","train"
"12591","test"
"12592","train"
"12593","train"
"12594","train"
"12595","test"
"12596","train"
"12597","train"
"12598","test"
"12599","train"
"12600","train"
"12601","train"
"12602","train"
"12603","train"
"12604","test"
"12605","train"
"12606","train"
"12607","train"
"12608","test"
"12609","train"
"12610","train"
"12611","train"
"12612","train"
"12613","train"
"12614","train"
"12615","test"
"12616","test"
"12617","test"
"12618","train"
"12619","train"
"12620","test"
"12621","train"
"12622","train"
"12623","train"
"12624","train"
"12625","test"
"12626","test"
"12627","train"
"12628","train"
"12629","train"
"12630","train"
"12631","train"
"12632","train"
"12633","train"
"12634","train"
"12635","train"
"12636","train"
"12637","train"
"12638","test"
"12639","train"
"12640","train"
"12641","train"
"12642","train"
"12643","train"
"12644","train"
"12645","test"
"12646","train"
"12647","train"
"12648","train"
"12649","test"
"12650","train"
"12651","train"
"12652","train"
"12653","train"
"12654","test"
"12655","train"
"12656","train"
"12657","train"
"12658","train"
"12659","train"
"12660","test"
"12661","train"
"12662","train"
"12663","train"
"12664","train"
"12665","train"
"12666","train"
"12667","train"
"12668","test"
"12669","train"
"12670","train"
"12671","test"
"12672","train"
"12673","train"
"12674","train"
"12675","train"
"12676","train"
"12677","train"
"12678","test"
"12679","train"
"12680","test"
"12681","train"
"12682","train"
"12683","train"
"12684","test"
"12685","test"
"12686","train"
"12687","test"
"12688","test"
"12689","train"
"12690","test"
"12691","train"
"12692","train"
"12693","train"
"12694","train"
"12695","train"
"12696","train"
"12697","test"
"12698","test"
"12699","train"
"12700","train"
"12701","train"
"12702","train"
"12703","train"
"12704","train"
"12705","test"
"12706","train"
"12707","train"
"12708","test"
"12709","test"
"12710","train"
"12711","train"
"12712","test"
"12713","train"
"12714","test"
"12715","train"
"12716","test"
"12717","test"
"12718","train"
"12719","train"
"12720","train"
"12721","train"
"12722","test"
"12723","test"
"12724","train"
"12725","train"
"12726","train"
"12727","test"
"12728","test"
"12729","test"
"12730","test"
"12731","train"
"12732","test"
"12733","train"
"12734","test"
"12735","train"
"12736","train"
"12737","train"
"12738","test"
"12739","test"
"12740","train"
"12741","test"
"12742","train"
"12743","test"
"12744","train"
"12745","train"
"12746","train"
"12747","train"
"12748","train"
"12749","train"
"12750","train"
"12751","test"
"12752","train"
"12753","train"
"12754","test"
"12755","test"
"12756","train"
"12757","train"
"12758","train"
"12759","train"
"12760","train"
"12761","train"
"12762","train"
"12763","test"
"12764","train"
"12765","train"
"12766","test"
"12767","test"
"12768","test"
"12769","train"
"12770","test"
"12771","test"
"12772","train"
"12773","train"
"12774","test"
"12775","train"
"12776","train"
"12777","train"
"12778","test"
"12779","test"
"12780","test"
"12781","train"
"12782","test"
"12783","test"
"12784","train"
"12785","train"
"12786","train"
"12787","train"
"12788","train"
"12789","train"
"12790","train"
"12791","test"
"12792","train"
"12793","test"
"12794","test"
"12795","test"
"12796","test"
"12797","train"
"12798","test"
"12799","train"
"12800","train"
"12801","train"
"12802","train"
"12803","train"
"12804","test"
"12805","train"
"12806","train"
"12807","train"
"12808","train"
"12809","train"
"12810","train"
"12811","train"
"12812","train"
