"","split"
"11413","train"
"11414","train"
"11415","test"
"11416","train"
"11417","train"
"11418","train"
"11419","test"
"11420","train"
"11421","train"
"11422","train"
"11423","test"
"11424","test"
"11425","train"
"11426","train"
"11427","train"
"11428","train"
"11429","test"
"11430","train"
"11431","train"
"11432","train"
"11433","train"
"11434","test"
"11435","train"
"11436","train"
"11437","test"
"11438","test"
"11439","train"
"11440","train"
"11441","train"
"11442","train"
"11443","train"
"11444","train"
"11445","train"
"11446","train"
"11447","train"
"11448","train"
"11449","test"
"11450","train"
"11451","train"
"11452","train"
"11453","train"
"11454","train"
"11455","test"
"11456","train"
"11457","train"
"11458","train"
"11459","train"
"11460","train"
"11461","train"
"11462","test"
"11463","train"
"11464","train"
"11465","train"
"11466","test"
"11467","test"
"11468","train"
"11469","train"
"11470","train"
"11471","test"
"11472","train"
"11473","train"
"11474","train"
"11475","train"
"11476","test"
"11477","train"
"11478","train"
"11479","train"
"11480","train"
"11481","train"
"11482","train"
"11483","test"
"11484","test"
"11485","train"
"11486","train"
"11487","test"
"11488","train"
"11489","train"
"11490","test"
"11491","train"
"11492","train"
"11493","train"
"11494","test"
"11495","train"
"11496","test"
"11497","train"
"11498","train"
"11499","test"
"11500","test"
"11501","train"
"11502","train"
"11503","train"
"11504","test"
"11505","train"
"11506","train"
"11507","train"
"11508","test"
"11509","train"
"11510","train"
"11511","train"
"11512","test"
"11513","train"
"11514","train"
"11515","test"
"11516","train"
"11517","train"
"11518","train"
"11519","train"
"11520","train"
"11521","test"
"11522","train"
"11523","train"
"11524","test"
"11525","test"
"11526","train"
"11527","test"
"11528","train"
"11529","test"
"11530","test"
"11531","train"
"11532","train"
"11533","test"
"11534","test"
"11535","train"
"11536","train"
"11537","train"
"11538","train"
"11539","train"
"11540","train"
"11541","train"
"11542","test"
"11543","train"
"11544","train"
"11545","train"
"11546","test"
"11547","train"
"11548","train"
"11549","test"
"11550","train"
"11551","train"
"11552","train"
"11553","train"
"11554","test"
"11555","test"
"11556","train"
"11557","test"
"11558","train"
"11559","test"
"11560","train"
"11561","test"
"11562","train"
"11563","train"
"11564","train"
"11565","train"
"11566","train"
"11567","test"
"11568","train"
"11569","train"
"11570","test"
"11571","train"
"11572","train"
"11573","test"
"11574","test"
"11575","test"
"11576","test"
"11577","train"
"11578","train"
"11579","test"
"11580","test"
"11581","train"
"11582","train"
"11583","train"
"11584","train"
"11585","test"
"11586","test"
"11587","train"
"11588","train"
"11589","train"
"11590","train"
"11591","train"
"11592","train"
"11593","train"
"11594","test"
"11595","train"
"11596","test"
"11597","test"
"11598","test"
"11599","train"
"11600","test"
"11601","test"
"11602","test"
"11603","train"
"11604","train"
"11605","train"
"11606","train"
"11607","train"
"11608","train"
"11609","test"
"11610","test"
"11611","test"
"11612","test"
"11613","test"
"11614","test"
"11615","train"
"11616","train"
"11617","train"
"11618","train"
"11619","train"
"11620","train"
"11621","test"
"11622","train"
"11623","train"
"11624","train"
"11625","train"
"11626","train"
"11627","train"
"11628","train"
"11629","train"
"11630","train"
"11631","test"
"11632","train"
"11633","train"
"11634","test"
"11635","train"
"11636","train"
"11637","train"
"11638","test"
"11639","test"
"11640","train"
"11641","train"
"11642","train"
"11643","test"
"11644","test"
"11645","train"
"11646","test"
"11647","test"
"11648","train"
"11649","train"
"11650","test"
"11651","train"
"11652","train"
"11653","train"
"11654","train"
"11655","train"
"11656","train"
"11657","train"
"11658","train"
"11659","test"
"11660","train"
"11661","test"
"11662","train"
"11663","train"
"11664","train"
"11665","train"
"11666","test"
"11667","test"
"11668","train"
"11669","train"
"11670","train"
"11671","test"
"11672","train"
"11673","train"
"11674","train"
"11675","train"
"11676","test"
"11677","train"
"11678","test"
"11679","test"
"11680","test"
"11681","test"
"11682","train"
"11683","train"
"11684","test"
"11685","train"
"11686","test"
"11687","test"
"11688","train"
"11689","train"
"11690","test"
"11691","train"
"11692","train"
"11693","train"
"11694","train"
"11695","train"
"11696","train"
"11697","train"
"11698","train"
"11699","test"
"11700","train"
"11701","train"
"11702","train"
"11703","test"
"11704","test"
"11705","test"
"11706","test"
"11707","train"
"11708","train"
"11709","test"
"11710","train"
"11711","train"
"11712","train"
"11713","train"
"11714","test"
"11715","train"
"11716","test"
"11717","train"
"11718","train"
"11719","test"
"11720","train"
"11721","train"
"11722","train"
"11723","train"
"11724","train"
"11725","train"
"11726","train"
"11727","train"
"11728","train"
"11729","train"
"11730","test"
"11731","train"
"11732","test"
"11733","train"
"11734","test"
"11735","test"
"11736","train"
"11737","train"
"11738","train"
"11739","train"
"11740","train"
"11741","train"
"11742","train"
"11743","train"
"11744","test"
"11745","train"
"11746","train"
"11747","train"
"11748","train"
"11749","train"
"11750","test"
"11751","train"
"11752","test"
"11753","train"
"11754","test"
"11755","train"
"11756","test"
"11757","train"
"11758","train"
"11759","train"
"11760","train"
"11761","train"
"11762","train"
"11763","test"
"11764","test"
"11765","train"
"11766","test"
"11767","test"
"11768","train"
"11769","train"
"11770","train"
"11771","test"
"11772","train"
"11773","train"
"11774","train"
"11775","train"
"11776","train"
"11777","train"
"11778","test"
"11779","train"
"11780","test"
"11781","train"
"11782","train"
"11783","train"
"11784","train"
"11785","test"
"11786","train"
"11787","train"
"11788","train"
"11789","train"
"11790","train"
"11791","test"
"11792","test"
"11793","train"
"11794","train"
"11795","train"
"11796","train"
"11797","train"
"11798","test"
"11799","train"
"11800","train"
"11801","train"
"11802","train"
"11803","train"
"11804","test"
"11805","test"
"11806","test"
"11807","train"
"11808","train"
"11809","train"
"11810","train"
"11811","train"
"11812","train"
"11813","test"
"11814","train"
"11815","train"
"11816","train"
"11817","train"
"11818","train"
"11819","train"
"11820","train"
"11821","train"
"11822","train"
"11823","test"
"11824","train"
"11825","train"
"11826","train"
"11827","train"
"11828","train"
"11829","train"
"11830","test"
"11831","train"
"11832","train"
"11833","train"
"11834","train"
"11835","train"
"11836","train"
"11837","train"
"11838","train"
"11839","train"
"11840","train"
"11841","train"
"11842","train"
"11843","train"
"11844","test"
"11845","test"
"11846","test"
"11847","train"
"11848","test"
"11849","train"
"11850","train"
"11851","train"
"11852","train"
"11853","train"
"11854","test"
"11855","train"
"11856","test"
"11857","train"
"11858","train"
"11859","train"
"11860","train"
"11861","train"
"11862","test"
"11863","test"
"11864","train"
"11865","train"
"11866","train"
"11867","train"
"11868","train"
"11869","train"
"11870","test"
"11871","train"
"11872","train"
"11873","train"
"11874","train"
"11875","train"
"11876","train"
"11877","train"
"11878","train"
"11879","train"
"11880","test"
"11881","train"
"11882","train"
"11883","train"
"11884","train"
"11885","train"
"11886","train"
"11887","train"
"11888","train"
"11889","train"
"11890","test"
"11891","train"
"11892","train"
"11893","test"
"11894","test"
"11895","test"
"11896","train"
"11897","test"
"11898","train"
"11899","test"
"11900","train"
"11901","train"
"11902","test"
"11903","train"
"11904","train"
"11905","train"
"11906","train"
"11907","train"
"11908","train"
"11909","train"
"11910","train"
"11911","train"
"11912","train"
"11913","test"
"11914","train"
"11915","train"
"11916","train"
"11917","test"
"11918","train"
"11919","train"
"11920","train"
"11921","train"
"11922","train"
"11923","train"
"11924","train"
"11925","test"
"11926","train"
"11927","test"
"11928","train"
"11929","train"
"11930","train"
"11931","train"
"11932","train"
"11933","train"
"11934","train"
"11935","train"
"11936","train"
"11937","train"
"11938","test"
"11939","train"
"11940","train"
"11941","train"
"11942","train"
"11943","train"
"11944","test"
"11945","test"
"11946","test"
"11947","train"
"11948","train"
"11949","train"
"11950","train"
"11951","train"
"11952","train"
"11953","train"
"11954","train"
"11955","train"
"11956","train"
"11957","test"
"11958","train"
"11959","train"
"11960","test"
"11961","train"
"11962","test"
"11963","train"
"11964","test"
"11965","test"
"11966","train"
"11967","train"
"11968","train"
"11969","train"
"11970","train"
"11971","test"
"11972","train"
"11973","train"
"11974","train"
"11975","test"
"11976","train"
"11977","train"
"11978","train"
"11979","train"
"11980","train"
"11981","train"
"11982","test"
"11983","train"
"11984","test"
"11985","train"
"11986","train"
"11987","train"
"11988","test"
"11989","train"
"11990","test"
"11991","train"
"11992","train"
"11993","train"
"11994","train"
"11995","train"
"11996","train"
"11997","train"
"11998","train"
"11999","train"
"12000","train"
"12001","train"
"12002","train"
"12003","train"
"12004","train"
"12005","train"
"12006","train"
"12007","test"
"12008","train"
"12009","train"
"12010","train"
"12011","train"
"12012","test"
"12013","train"
"12014","train"
"12015","train"
"12016","test"
"12017","train"
"12018","train"
"12019","train"
"12020","train"
"12021","train"
"12022","train"
"12023","test"
"12024","train"
"12025","train"
"12026","test"
"12027","train"
"12028","test"
"12029","train"
"12030","train"
"12031","test"
"12032","test"
"12033","train"
"12034","train"
"12035","train"
"12036","train"
"12037","train"
"12038","train"
"12039","train"
"12040","train"
"12041","train"
"12042","train"
"12043","train"
"12044","test"
"12045","test"
"12046","train"
"12047","test"
"12048","train"
"12049","test"
"12050","train"
"12051","train"
"12052","train"
"12053","test"
"12054","train"
"12055","train"
"12056","train"
"12057","train"
"12058","train"
"12059","test"
"12060","test"
"12061","train"
"12062","test"
"12063","train"
"12064","test"
"12065","train"
"12066","train"
"12067","train"
"12068","train"
"12069","train"
"12070","train"
"12071","train"
"12072","train"
"12073","train"
"12074","train"
"12075","train"
"12076","train"
"12077","train"
"12078","train"
"12079","train"
"12080","test"
"12081","train"
"12082","train"
"12083","train"
"12084","test"
"12085","train"
"12086","train"
"12087","test"
"12088","test"
"12089","train"
"12090","test"
"12091","test"
"12092","test"
"12093","test"
"12094","train"
"12095","train"
"12096","train"
"12097","test"
"12098","test"
"12099","test"
"12100","train"
"12101","train"
"12102","test"
"12103","train"
"12104","test"
"12105","train"
"12106","train"
"12107","train"
"12108","train"
"12109","train"
"12110","train"
"12111","train"
"12112","test"
"12113","test"
"12114","train"
"12115","train"
"12116","train"
"12117","train"
"12118","test"
"12119","train"
"12120","train"
"12121","test"
"12122","test"
"12123","train"
"12124","train"
"12125","train"
"12126","train"
"12127","train"
"12128","test"
"12129","train"
"12130","train"
"12131","train"
"12132","test"
"12133","train"
"12134","train"
"12135","train"
"12136","train"
"12137","test"
"12138","train"
"12139","test"
"12140","test"
"12141","train"
"12142","train"
"12143","train"
"12144","train"
"12145","train"
"12146","train"
"12147","train"
"12148","test"
"12149","test"
"12150","train"
"12151","test"
"12152","train"
"12153","train"
"12154","train"
"12155","train"
"12156","train"
"12157","train"
"12158","train"
"12159","train"
"12160","test"
"12161","train"
"12162","train"
"12163","test"
"12164","test"
"12165","train"
"12166","train"
"12167","train"
"12168","train"
"12169","train"
"12170","train"
"12171","train"
"12172","train"
"12173","train"
"12174","train"
"12175","test"
"12176","train"
"12177","train"
"12178","train"
"12179","train"
"12180","test"
"12181","train"
"12182","test"
"12183","train"
"12184","test"
"12185","train"
"12186","test"
"12187","train"
"12188","train"
"12189","train"
"12190","train"
"12191","test"
"12192","train"
"12193","train"
"12194","train"
"12195","train"
"12196","test"
"12197","test"
"12198","test"
"12199","train"
"12200","train"
"12201","test"
"12202","test"
"12203","test"
"12204","train"
"12205","test"
"12206","test"
"12207","train"
"12208","test"
"12209","train"
"12210","train"
"12211","train"
"12212","test"
"12213","train"
"12214","train"
"12215","test"
"12216","train"
"12217","train"
"12218","test"
"12219","train"
"12220","train"
"12221","train"
"12222","train"
"12223","test"
"12224","train"
"12225","test"
"12226","train"
"12227","train"
"12228","train"
"12229","train"
"12230","train"
"12231","train"
"12232","train"
"12233","train"
"12234","train"
"12235","train"
"12236","train"
"12237","train"
"12238","train"
"12239","test"
"12240","test"
"12241","test"
"12242","train"
"12243","test"
"12244","test"
"12245","train"
"12246","train"
"12247","train"
"12248","train"
"12249","train"
"12250","train"
"12251","train"
"12252","test"
"12253","test"
"12254","train"
"12255","train"
"12256","test"
"12257","train"
"12258","test"
"12259","test"
"12260","train"
"12261","test"
"12262","test"
"12263","train"
"12264","test"
"12265","test"
"12266","test"
"12267","train"
"12268","test"
"12269","test"
"12270","test"
"12271","train"
"12272","train"
"12273","train"
"12274","test"
"12275","test"
"12276","train"
"12277","test"
"12278","train"
"12279","train"
"12280","train"
"12281","test"
"12282","test"
"12283","train"
"12284","train"
"12285","test"
"12286","train"
"12287","train"
"12288","train"
"12289","train"
"12290","test"
"12291","test"
"12292","train"
"12293","test"
"12294","train"
"12295","test"
"12296","train"
"12297","train"
"12298","train"
"12299","test"
"12300","train"
"12301","train"
"12302","train"
"12303","test"
"12304","test"
"12305","train"
"12306","test"
"12307","train"
"12308","test"
"12309","train"
"12310","test"
"12311","test"
"12312","test"
"12313","train"
"12314","train"
"12315","train"
"12316","train"
"12317","test"
"12318","train"
"12319","test"
"12320","train"
"12321","train"
"12322","test"
"12323","test"
"12324","train"
"12325","train"
"12326","test"
"12327","train"
"12328","train"
"12329","test"
"12330","train"
"12331","train"
"12332","test"
"12333","train"
"12334","train"
"12335","train"
"12336","test"
"12337","train"
"12338","train"
"12339","test"
"12340","train"
"12341","train"
"12342","train"
"12343","train"
"12344","train"
"12345","train"
"12346","train"
"12347","train"
"12348","train"
"12349","test"
"12350","train"
"12351","test"
"12352","train"
"12353","test"
"12354","test"
"12355","train"
"12356","train"
"12357","train"
"12358","train"
"12359","train"
"12360","train"
"12361","test"
"12362","train"
"12363","train"
"12364","test"
"12365","test"
"12366","test"
"12367","test"
"12368","train"
"12369","train"
"12370","train"
"12371","train"
"12372","train"
"12373","train"
"12374","train"
"12375","train"
"12376","train"
"12377","train"
"12378","train"
"12379","test"
"12380","train"
"12381","test"
"12382","train"
"12383","train"
"12384","train"
"12385","train"
"12386","test"
"12387","train"
"12388","test"
"12389","train"
"12390","train"
"12391","train"
"12392","train"
"12393","train"
"12394","train"
"12395","train"
"12396","train"
"12397","train"
"12398","test"
"12399","train"
"12400","train"
"12401","train"
"12402","test"
"12403","train"
"12404","test"
"12405","test"
"12406","test"
"12407","train"
"12408","test"
"12409","test"
"12410","train"
"12411","train"
"12412","train"
"12413","train"
"12414","train"
"12415","train"
"12416","test"
"12417","train"
"12418","train"
"12419","train"
"12420","train"
"12421","train"
"12422","train"
"12423","train"
"12424","test"
"12425","test"
"12426","test"
"12427","train"
"12428","train"
"12429","train"
"12430","train"
"12431","train"
"12432","train"
"12433","train"
"12434","test"
"12435","train"
"12436","train"
"12437","test"
"12438","train"
"12439","train"
"12440","test"
"12441","test"
"12442","train"
"12443","train"
"12444","train"
"12445","train"
"12446","train"
"12447","train"
"12448","train"
"12449","train"
"12450","test"
"12451","train"
"12452","test"
"12453","train"
"12454","train"
"12455","train"
"12456","train"
"12457","test"
"12458","test"
"12459","train"
"12460","train"
"12461","train"
"12462","train"
"12463","test"
"12464","test"
"12465","train"
"12466","train"
"12467","train"
"12468","train"
"12469","train"
"12470","train"
"12471","train"
"12472","train"
"12473","test"
"12474","train"
"12475","train"
"12476","train"
"12477","train"
"12478","train"
"12479","train"
"12480","train"
"12481","test"
"12482","train"
"12483","train"
"12484","test"
"12485","test"
"12486","train"
"12487","train"
"12488","train"
"12489","test"
"12490","train"
"12491","test"
"12492","train"
"12493","train"
"12494","train"
"12495","train"
"12496","train"
"12497","train"
"12498","test"
"12499","train"
"12500","train"
"12501","train"
"12502","train"
"12503","train"
"12504","train"
"12505","test"
"12506","train"
"12507","test"
"12508","train"
"12509","train"
"12510","train"
"12511","train"
"12512","test"
"12513","train"
"12514","test"
"12515","train"
"12516","train"
"12517","test"
"12518","train"
"12519","train"
"12520","train"
"12521","test"
"12522","train"
"12523","test"
"12524","train"
"12525","train"
"12526","train"
"12527","train"
"12528","train"
"12529","test"
"12530","train"
"12531","train"
"12532","train"
"12533","train"
"12534","test"
"12535","train"
"12536","train"
"12537","train"
"12538","train"
"12539","train"
"12540","test"
"12541","train"
"12542","train"
"12543","test"
"12544","train"
"12545","train"
"12546","test"
"12547","test"
"12548","train"
"12549","train"
"12550","test"
"12551","train"
"12552","train"
"12553","train"
"12554","test"
"12555","test"
"12556","train"
"12557","train"
"12558","train"
"12559","train"
"12560","train"
"12561","train"
"12562","train"
"12563","train"
"12564","train"
"12565","train"
"12566","train"
"12567","test"
"12568","train"
"12569","test"
"12570","train"
"12571","train"
"12572","test"
"12573","train"
"12574","train"
"12575","train"
"12576","train"
"12577","train"
"12578","test"
"12579","test"
"12580","test"
"12581","train"
"12582","train"
"12583","train"
"12584","test"
"12585","test"
"12586","test"
"12587","train"
"12588","train"
"12589","test"
"12590","train"
"12591","test"
"12592","train"
"12593","train"
"12594","train"
"12595","train"
"12596","train"
"12597","train"
"12598","test"
"12599","train"
"12600","train"
"12601","train"
"12602","train"
"12603","test"
"12604","train"
"12605","train"
"12606","test"
"12607","train"
"12608","train"
"12609","train"
"12610","test"
"12611","train"
"12612","train"
"12613","train"
"12614","test"
"12615","test"
"12616","train"
"12617","train"
"12618","train"
"12619","test"
"12620","test"
"12621","train"
"12622","train"
"12623","test"
"12624","train"
"12625","test"
"12626","test"
"12627","train"
"12628","test"
"12629","train"
"12630","train"
"12631","train"
"12632","train"
"12633","train"
"12634","test"
"12635","train"
"12636","train"
"12637","train"
"12638","train"
"12639","test"
"12640","train"
"12641","test"
"12642","test"
"12643","test"
"12644","test"
"12645","test"
"12646","train"
"12647","train"
"12648","train"
"12649","train"
"12650","train"
"12651","train"
"12652","test"
"12653","test"
"12654","train"
"12655","test"
"12656","train"
"12657","train"
"12658","train"
"12659","train"
"12660","train"
"12661","train"
"12662","test"
"12663","train"
"12664","train"
"12665","train"
"12666","train"
"12667","test"
"12668","train"
"12669","train"
"12670","train"
"12671","test"
"12672","train"
"12673","test"
"12674","test"
"12675","train"
"12676","train"
"12677","train"
"12678","test"
"12679","train"
"12680","train"
"12681","test"
"12682","test"
"12683","train"
"12684","train"
"12685","train"
"12686","train"
"12687","train"
"12688","train"
"12689","train"
"12690","test"
"12691","train"
"12692","train"
"12693","train"
"12694","train"
"12695","train"
"12696","train"
"12697","test"
"12698","train"
"12699","train"
"12700","train"
"12701","test"
"12702","train"
"12703","test"
"12704","train"
"12705","test"
"12706","test"
"12707","train"
"12708","train"
"12709","train"
"12710","train"
"12711","train"
"12712","train"
"12713","train"
"12714","train"
"12715","train"
"12716","train"
"12717","test"
"12718","train"
"12719","train"
"12720","train"
"12721","train"
"12722","test"
"12723","test"
"12724","test"
"12725","test"
"12726","train"
"12727","train"
"12728","train"
"12729","test"
"12730","test"
"12731","train"
"12732","test"
"12733","train"
"12734","train"
"12735","test"
"12736","train"
"12737","train"
"12738","train"
"12739","train"
"12740","train"
"12741","test"
"12742","test"
"12743","test"
"12744","train"
"12745","train"
"12746","train"
"12747","test"
"12748","test"
"12749","train"
"12750","train"
"12751","train"
"12752","train"
"12753","train"
"12754","test"
"12755","train"
"12756","test"
"12757","train"
"12758","train"
"12759","test"
"12760","train"
"12761","train"
"12762","train"
"12763","test"
"12764","train"
"12765","test"
"12766","train"
"12767","train"
"12768","train"
"12769","test"
"12770","train"
"12771","test"
"12772","train"
"12773","train"
"12774","train"
"12775","train"
"12776","train"
"12777","train"
"12778","train"
"12779","test"
"12780","train"
"12781","train"
"12782","test"
"12783","train"
"12784","train"
"12785","test"
"12786","test"
"12787","train"
"12788","train"
"12789","test"
"12790","test"
"12791","train"
"12792","test"
"12793","train"
"12794","train"
"12795","test"
"12796","test"
"12797","test"
"12798","train"
"12799","test"
"12800","test"
"12801","train"
"12802","train"
"12803","test"
"12804","train"
"12805","test"
"12806","train"
"12807","train"
"12808","train"
"12809","train"
"12810","train"
"12811","train"
"12812","train"
"12813","train"
"12814","train"
"12815","train"
"12816","train"
"12817","train"
"12818","train"
"12819","train"
"12820","train"
"12821","train"
"12822","test"
"12823","train"
"12824","test"
"12825","train"
"12826","train"
"12827","train"
"12828","train"
"12829","train"
"12830","train"
"12831","train"
"12832","train"
"12833","train"
"12834","test"
"12835","test"
"12836","train"
"12837","train"
"12838","train"
"12839","train"
"12840","train"
"12841","train"
"12842","train"
"12843","train"
"12844","train"
"12845","train"
"12846","train"
"12847","train"
"12848","test"
"12849","test"
"12850","train"
"12851","train"
"12852","train"
"12853","test"
"12854","train"
"12855","train"
"12856","train"
"12857","train"
"12858","train"
"12859","train"
"12860","test"
"12861","test"
"12862","train"
"12863","train"
"12864","test"
"12865","train"
"12866","train"
"12867","test"
"12868","test"
"12869","train"
"12870","test"
"12871","test"
"12872","test"
"12873","train"
"12874","test"
"12875","train"
"12876","test"
"12877","train"
"12878","train"
"12879","train"
"12880","test"
"12881","train"
"12882","train"
"12883","train"
"12884","train"
"12885","train"
"12886","train"
"12887","train"
"12888","train"
"12889","test"
"12890","train"
"12891","train"
"12892","train"
"12893","test"
"12894","train"
"12895","train"
"12896","train"
"12897","train"
"12898","train"
"12899","train"
"12900","test"
"12901","train"
"12902","test"
"12903","train"
"12904","train"
"12905","train"
"12906","train"
"12907","train"
"12908","test"
"12909","test"
"12910","test"
"12911","test"
"12912","train"
"12913","train"
"12914","train"
"12915","train"
"12916","test"
"12917","train"
"12918","train"
"12919","test"
"12920","train"
"12921","test"
"12922","train"
"12923","test"
"12924","train"
"12925","train"
"12926","test"
"12927","train"
"12928","train"
"12929","train"
"12930","train"
"12931","train"
"12932","train"
"12933","train"
"12934","train"
"12935","train"
"12936","train"
"12937","train"
"12938","test"
"12939","train"
"12940","train"
"12941","train"
"12942","test"
"12943","test"
"12944","train"
"12945","train"
"12946","train"
"12947","train"
"12948","train"
"12949","train"
"12950","train"
"12951","train"
"12952","train"
"12953","train"
"12954","train"
"12955","train"
"12956","train"
"12957","test"
"12958","train"
"12959","train"
"12960","train"
"12961","test"
"12962","train"
"12963","train"
"12964","test"
"12965","train"
"12966","test"
"12967","train"
"12968","train"
"12969","train"
"12970","train"
"12971","test"
"12972","train"
"12973","train"
"12974","test"
"12975","train"
"12976","train"
"12977","train"
"12978","test"
"12979","test"
"12980","train"
"12981","train"
"12982","train"
"12983","train"
"12984","train"
"12985","train"
"12986","train"
"12987","train"
"12988","test"
"12989","train"
"12990","train"
"12991","train"
"12992","test"
"12993","train"
"12994","test"
"12995","train"
"12996","train"
"12997","train"
"12998","test"
"12999","train"
"13000","test"
"13001","train"
"13002","test"
"13003","train"
"13004","train"
"13005","train"
"13006","test"
"13007","train"
"13008","train"
"13009","test"
"13010","test"
"13011","train"
"13012","train"
"13013","train"
"13014","test"
"13015","train"
"13016","train"
"13017","train"
"13018","train"
"13019","test"
"13020","train"
"13021","train"
"13022","train"
"13023","test"
"13024","test"
"13025","test"
"13026","train"
"13027","train"
"13028","test"
"13029","train"
"13030","train"
"13031","train"
"13032","train"
"13033","train"
"13034","test"
"13035","train"
"13036","train"
"13037","train"
"13038","train"
"13039","train"
"13040","train"
"13041","train"
"13042","test"
"13043","train"
"13044","test"
"13045","test"
"13046","train"
"13047","test"
"13048","test"
"13049","train"
"13050","train"
"13051","train"
"13052","train"
"13053","train"
"13054","test"
"13055","train"
"13056","test"
"13057","test"
"13058","train"
"13059","train"
"13060","test"
"13061","train"
"13062","train"
"13063","test"
"13064","train"
"13065","train"
"13066","test"
"13067","train"
"13068","train"
"13069","train"
"13070","test"
"13071","test"
"13072","test"
"13073","train"
"13074","test"
"13075","train"
"13076","train"
"13077","train"
"13078","train"
"13079","train"
"13080","train"
"13081","train"
"13082","train"
"13083","train"
"13084","test"
"13085","train"
"13086","test"
"13087","test"
"13088","train"
"13089","train"
"13090","test"
"13091","train"
"13092","train"
"13093","train"
"13094","train"
"13095","test"
"13096","test"
"13097","train"
"13098","train"
"13099","train"
"13100","train"
"13101","train"
"13102","train"
"13103","train"
"13104","train"
"13105","train"
"13106","train"
"13107","test"
"13108","train"
"13109","train"
"13110","test"
"13111","train"
"13112","test"
"13113","train"
"13114","train"
"13115","train"
"13116","train"
"13117","train"
"13118","train"
"13119","train"
"13120","test"
"13121","test"
"13122","train"
"13123","train"
"13124","test"
"13125","train"
"13126","train"
"13127","train"
"13128","test"
"13129","train"
"13130","test"
"13131","test"
"13132","train"
"13133","train"
"13134","train"
"13135","train"
"13136","train"
"13137","train"
"13138","train"
"13139","train"
"13140","train"
"13141","test"
"13142","test"
"13143","test"
"13144","train"
"13145","train"
"13146","train"
"13147","test"
"13148","test"
"13149","train"
"13150","train"
"13151","test"
"13152","train"
"13153","train"
"13154","train"
"13155","train"
"13156","train"
"13157","test"
"13158","train"
"13159","train"
"13160","train"
"13161","train"
"13162","test"
"13163","test"
"13164","train"
"13165","train"
"13166","test"
"13167","test"
"13168","train"
"13169","train"
"13170","train"
"13171","train"
"13172","train"
"13173","train"
"13174","train"
"13175","train"
"13176","train"
"13177","train"
"13178","test"
"13179","test"
"13180","train"
"13181","train"
"13182","train"
"13183","train"
"13184","train"
"13185","train"
"13186","train"
"13187","train"
"13188","train"
"13189","train"
"13190","train"
"13191","test"
"13192","train"
"13193","train"
"13194","test"
"13195","test"
"13196","train"
"13197","test"
"13198","train"
"13199","train"
"13200","test"
"13201","train"
"13202","train"
"13203","test"
"13204","train"
"13205","test"
"13206","train"
"13207","train"
"13208","test"
"13209","test"
"13210","train"
"13211","train"
"13212","train"
"13213","train"
"13214","train"
"13215","test"
"13216","test"
"13217","train"
"13218","train"
"13219","test"
"13220","train"
"13221","train"
"13222","train"
"13223","test"
"13224","train"
"13225","test"
"13226","train"
"13227","train"
"13228","train"
"13229","test"
"13230","train"
"13231","test"
"13232","train"
"13233","train"
"13234","test"
"13235","train"
"13236","train"
"13237","test"
"13238","train"
"13239","train"
"13240","test"
"13241","test"
"13242","test"
"13243","test"
"13244","train"
"13245","train"
"13246","test"
"13247","train"
"13248","train"
"13249","train"
"13250","train"
"13251","train"
"13252","test"
"13253","train"
"13254","test"
"13255","train"
"13256","train"
"13257","test"
"13258","test"
"13259","test"
"13260","test"
"13261","test"
"13262","train"
"13263","test"
"13264","train"
"13265","train"
"13266","test"
"13267","test"
"13268","train"
"13269","test"
"13270","train"
"13271","train"
"13272","train"
"13273","train"
"13274","test"
"13275","train"
"13276","test"
"13277","test"
"13278","test"
"13279","train"
"13280","train"
"13281","train"
"13282","test"
"13283","train"
"13284","train"
"13285","train"
"13286","train"
"13287","train"
"13288","train"
"13289","test"
"13290","train"
"13291","test"
"13292","train"
"13293","train"
"13294","train"
"13295","test"
"13296","train"
"13297","train"
"13298","train"
"13299","train"
"13300","train"
"13301","test"
"13302","train"
"13303","train"
"13304","train"
"13305","train"
"13306","test"
"13307","test"
"13308","train"
"13309","train"
"13310","train"
"13311","test"
"13312","train"
"13313","train"
"13314","test"
"13315","train"
"13316","test"
"13317","test"
"13318","train"
"13319","test"
"13320","train"
"13321","test"
"13322","train"
"13323","train"
"13324","train"
"13325","test"
"13326","train"
"13327","test"
"13328","test"
"13329","train"
"13330","train"
"13331","train"
"13332","test"
"13333","train"
"13334","test"
"13335","train"
"13336","train"
"13337","test"
"13338","test"
"13339","test"
"13340","train"
"13341","train"
"13342","train"
"13343","train"
"13344","test"
"13345","test"
"13346","test"
"13347","train"
"13348","test"
"13349","test"
"13350","train"
"13351","test"
"13352","train"
"13353","train"
"13354","test"
"13355","train"
"13356","train"
"13357","test"
"13358","test"
"13359","test"
"13360","train"
"13361","test"
"13362","train"
"13363","train"
"13364","train"
"13365","train"
"13366","train"
"13367","test"
"13368","train"
"13369","train"
"13370","train"
"13371","train"
"13372","test"
"13373","train"
"13374","train"
"13375","test"
"13376","train"
"13377","train"
"13378","test"
"13379","train"
"13380","test"
"13381","train"
"13382","test"
"13383","train"
"13384","train"
"13385","test"
"13386","train"
"13387","test"
"13388","train"
"13389","test"
"13390","train"
"13391","train"
"13392","train"
"13393","train"
"13394","train"
"13395","train"
"13396","train"
"13397","train"
"13398","train"
"13399","train"
"13400","test"
"13401","test"
"13402","train"
"13403","train"
"13404","train"
"13405","train"
"13406","train"
"13407","train"
"13408","train"
"13409","train"
"13410","train"
"13411","train"
